helpful,funny,Community_award,Recommend_flag,play_time,posted,Review_content,geme_nums,after_comment
136,22,7,1,1134.6," December 4, 2022",['yes'],33,0
1946,15,0,1,1510.6," April 29, 2014","['>Open case', '>Want asiimov', '>Got bizon', '> the end', '10/10 never open case again']",1,35
63,52,8,1,85541.4," November 23, 2016",['can...not...stop...playing....'],1473,11
280,285,25,1,29.5," November 19, 2022","['Hello am 48 year old man from somalia. Sorry for my bed england. I selled my wife for internet connection for play conter stirk and i want to become the goodest player like you I play with 400 ping on brazil server and I am Global Elite 2. pls no copy pasterino my story', '  back scratcher', '155 products in account', '0', '129 people found this review helpful', '42 people found this review funny 0', 'Recommended', '1.1 hrs on record', 'Posted: September 1, 2018', 'Playing the single-player version with the bots is a lot of fun! Everything worked great, and I had a lot of laughs.', 'I am enjoying this game on the Ubuntu Linux operating system. The graphic drivers are free software (free as in freedom), and they have no problem running this game at maximum settings.', 'This is everything that I like about the game, without dealing with other players. I would have paid money for this experience.']",1126,9
100,26,4,1,1702.8, February 12,"[""Pretty new to the game but I've learned some things. Outside of a pretty select group of people the community is pretty toxic. People take this decade old game very seriously even in casual matches. I've been called slurs for using weapons that are available in game. Seen people spend more than a paychecks worth of cash on skins on a whim. And seen friendships build and crumble. Would I suggest this game to friends. Idk, probably."", '  Thor 666', '11', '161 people found this review helpful', '26 people found this review funny 0', 'Not Recommended', '1,521.8 hrs on record', 'Posted: January 22, 2013', 'Takes time to get used to, but despite all the cheaters, probably the best of whole Counter-Strike franchise.', 'UPDATE (2015/04/24):', ""Got banned from my favorite game because the Beta Overwatch couldn't handle me."", '0/10 Would not spend 5 years of adopting a unique play-style again.', '  pelmeņu lauks', '116 products in account', '14', '58 people found this review helpful', '90 people found this review funny 0', 'Recommended', '1,399.6 hrs on record', 'Posted: August 20, 2015', 'Perfect game for learning Russian.']",222,0
232,5,0,1,849.6," June 18, 2014","['""I\'m not gonna be one of those case-opening addicts, it\'s ok to buy this game, especially on 50% sale wow""', '*200$ later...*', '""I bet I won\'t get a negev terrain on the next one""', 'Screw this lovely game <3']",370,4
1125,170,0,0,3494.9," November 9, 2019","['hackers ruined a legendary game', '  Lovely Sheep', '59 products in account', '0', '42 people found this review helpful', '9 people found this review funny 26', 'Recommended', '9,906.6 hrs on record', 'Posted: November 11, 2016', '-novid -nojoy -language english +exec xshojurue.cfg -tickrate 128 -allow_third_party_software', '400dpi 2.2sens 0.7zoom 1000hz', '1024x768 bb 240hz', 'zowie ec2 / zowie g-sr', 'cl_crosshairalpha 255; cl_crosshaircolor 0; cl_crosshairdot 0; cl_crosshairgap -1; cl_crosshairsize 2; cl_crosshairstyle 4; cl_crosshairusealpha 1; cl_crosshairthickness 0; cl_crosshair_sniper_width 2; cl_crosshair_drawoutline 1; cl_crosshaircolor_b -255, cl_crosshaircolor_g -255, cl_crosshaircolor_r 100', 'viewmodel_fov 68; viewmodel_offset_x 2.5; viewmodel_offset_y 2; viewmodel_offset_z -2; cl_bob_lower_amt 5.000000; cl_bobamt_lat 0.100000; cl_bobamt_vert 0.100000']",120,0
37,24,2,1,5145.8," March 9, 2017","['great game, no bugs at all and a great community']",351,1
166,26,0,1,88.4," March 7, 2019","['wish it was like 2016', ""  BoxESP w's^"", '3 products in account', '0', '60 people found this review helpful', '38 people found this review funny 0', 'Recommended', '403.7 hrs on record', 'Posted: June 22, 2014', 'Competitive, fun, and a nice break from....shudder.....call of duty.', '  Thomas the Tank Engine™', '1', '165 people found this review helpful', '27 people found this review funny 7', 'Recommended', '718.9 hrs on record', 'Posted: April 8, 2020', 'My Thoughts and Opinions on CS:GO', 'CS:Go is one of those games that has a really dedicated and rabid fanbase thanks to incredible success of Counter Strike 1.6. Released in 2012 and eight years later, the fast-paced PC game still mostly holds its own against more modern titles, partly because of its established core gameplay and huge active community.', 'A big part of its success is due to its massive esports following. It’s always talked about in streaming sites whether its Twitch and Mixer. The game even includes its own ""watch a match"" section so you can follow and spectate live tournaments and competitive matches.', 'CS:GO is also very easily accessible. It’s free and all you need is a potato with a fine keyboard and mouse and maybe a headset with a mic. It runs on basically any PC with decent frames rate. A High-End PC should give you over 300fps at ultra-details. You don’t need anything fancy or powerful to enjoy which is another reason why there’s so big player base.', '+Valve has done everything it can to evolve the game and keep it fresh by staying true to the series.', '+One of the greatest competitive first-person shooters you can play on Steam', '+Massive player base and a game that refuses to die!', '+Includes several maps and nine game modes types including the standard team based PvP casual modes, competitive, deathmatch, arms race, community made maps and servers and even a 16 player Battle Royale mode (but you shouldn’t really play it for Battle Royale as its mostly barebones and ugly).', '+100% skill-based gameplay and no casual power-ups like seen in Halos and Call of Duty.', '+CS: GO relies heavily on reaction time and twitchy movements. Thus, line-of-sight is one of the biggest advantages you can create.', '+Excellent sound design (but very unrealistic at the same time).', '+Bullet physics and explosions are still impressive for an engine that is now 16 years old.', '+Excellent performance. Runs well even on potatoes and 10-year-old PCs and laptops.', '+An example of “games as a service” done well.', '-Well, you’ll often find some gamers helpful and tolerable to newbies, the mass playerbase is unwelcoming and very toxic. Playing without friends is not recommended.', ""-Negative behavior includes trolls in the team chats, people who scream into their mics, and people who simply can't keep quiet :D Some of them might even vote to kick you out because you're new to CS."", ""-Plenty of hackers and cheaters that ruin the fun and fair-play for everyone. VAC engine is mostly automated and not moderated by Valve's employees unless during a few rare cases. The anti-cheat is okay but not any better than other anti-cheat solutions seen on PC. So yeah! Cheating exist nearly everywhere these days."", '-Technically CS:Go looks very dated and mediocre. It hasn’t changed a lot from CS: Source. The graphics are mediocre and 2008ish. Graphics haven’t improved relatively much since 2004’s Half Life 2.', '-Aggressive monetization to the point it’s become a live gambling show. Players can choose to spend real money on items and cosmetic material like weapon skins. Winning and completing tasks rewards you loot boxes that can be unlocked by purchasing keys with real money!!! Too much trading could even lead to online gambling addiction.', 'CS:GO is one of the most fine-tuned first-person shooters to date. Sure, while it may look like a 15-year-old game and there might be major issues, but the fact that the community is thriving speaks volumes, this means that this game will constantly be tweaked towards perfection.', '  Charged Dreamer', '1,274 products in account', '23', '446 people found this review helpful', '27 people found this review funny 0', 'Not Recommended', '2,955.5 hrs on record', 'Posted: April 21, 2017', '4/10', ""Great game, with amazing potential. But lack of developer trancparency and rampant cheating will lead to it's downfall."", 'Lets start this off by saying V.A.C. is a joke... it doesn\'t do much other than be a meme for the community to bash on. Valve makes billions of micro transaction and yet does nothing to improve player experience by cracking down on cheater and hackers. Every low skill competetive game is full of smurfs (players with alot of experience playing in lower level games) and or hackers. Valves overwatch program catches non cheating players who happen to have a streak of good games/plays, and fails to capture the ""closet hackers"" - or people who using hacks, but play a style that makes it seem that don\'t.', '""Prime Matchmaking"" failed to deliver on it\'s goal of seperating out cheatings/smurfs from players who wan\'t to play against players their skill level and have a good time. It was a good idea, worked at first, but if a player can get a program undetectable by VAC, how hard is it for them to buy Prime Ready Accounts, and get access to a phone number?', 'Rumors have been spreading on community forums that Valve is in the works of a ""Super VAC"" yet it\'s been 5 or so years since the games launch, and they yet to deliver on anything more than in game accessories (gun skins, stickers, music kits, GLOVES, pins, etc) and questionable mechanic changes. I understand they want to make money - but who is going to buy their products when no one is around because of the shakey servers and toxic/hacking community.', ""I'm extremely disappointed in Valve - like many others, this review will get drowned in the vastness of QQ and phony reviews. There is only one way to getting Valve to act..."", ""Boycott all Valve microtransactions. I'm am no longer buying any more products through Counter Strike or any other valve game until they make reforms to match making. When they have they revenue stream in jeopardy - only then will they listen to player/community concerns and start making changes we want/need to see."", 'For current players, I feel your struggle, hear your cries, and share your rage. Stop purchacing valve skins, keys, kits, pins, whatever. Stop using the community market and boycott all valve micro transactions.', ""For future players - hold off from playing this game, the current experience will only turn you away and make your want to quit before you have seen the small glimor of light that is the csgo community. As well, don't purchase the game unless you are ready to pay 5$ a month for a 3rd party subscrition in order to have a decent competetive experience."", 'TL:DR - Game has potential, but too many hackers. Valve doesnt do ENOUGH to remedy the issues.', 'Use your wallet as your voice, stop buying Valve related products (including your favorite skins) until our concerns and issues are addressed and fixed.']",56,27
1633,4739,9,1,2522.5," February 8, 2015","['CS GO in a nutshell:', 'ANGRY RUSSIAN: Cyka blyat', 'GUY THAT HATES RUSSIANS: STFU stooped russian', 'ANGRY RUSSIAN: Idi nahui american kid', 'GUY THAT HATES RUSSIANS: PUTIN PUTIN PUTIN', 'ANGRY RUSSIAN: OBAMA OBAMA OBAMA', 'GUY THAT HATES RUSSIANS: FU stooped freak', 'ANGRY RUSSIAN: Kurwa', 'Random guy: This game is so cool', ""''Random guy got Banned for inappropriate language''"", '10/10 (sorry for dem bad wordz )']",1,50
169,192,0,1,1493.6," August 3, 2018",['ruined my life 5/7'],406,4
72,19,4,1,5942.2," September 13, 2019",['Without luck and ♥♥♥♥♥♥♥ movements you have nothing to do in mm'],436,2
186,306,4,1,112.3," December 13, 2018","['my wife left me', '  Obama (but he fucks)', '13', '87 people found this review helpful', '7 people found this review funny 4', 'Recommended', '4,518.0 hrs on record', 'Posted: June 14, 2021', ""First of all, I was persuaded by my schoolmates to play CS:GO, I'm still a complete beginner but they teach me everything quite well ^^."", 'CS:GO is a very fun and entertaining game, especially matchmaking with my friends in 5Stack gives me great pleasure. From time to time you might meet a cheater or have a toxic griefer in the team, but all in all I have had very few bad experiences and hope it stays that way for now.', 'For all those who are a little frustrated with CS:GO I can only recommend - play the game with friends, it is a big difference if you play alone or together!', 'Good luck and success in the matchmakings,', 'ShiiNe ♥', '  ""ᵗᵒˣᶤᶜ"" ShiiNe👌', '122 products in account', '11', '139 people found this review helpful', '21 people found this review funny 0', 'Recommended', '2,498.3 hrs on record', 'Posted: April 16, 2019', 'Let me clear this out, as a person who has kinda a lot of experience on the game, I can say u that every country has their stereotype on this game. This game can make the most normal person in the world into a raging toxic machine who is flaming everybody and gets depressed after losing one round.', 'So let me start on the stereotypes:', ""Russian/Poland/Ukraine people: Oh boy where I can start. Very self driven and they not care about you and they can f*** up with your head just by speaking their language even if u asked them something in english, skill wise they suck, there are some good russian/polish/ukraine players but its rare to find them if you do you're lucky. Chances are low to kick them beacuse they go premade with friends just not to get kicked beacuse they know they suck."", ""British people: The most arrogant people out there you can't argue with them never ever even when you have a point they will still switch it up and they will not care about your opinion, they will always say your english sucks beacuse english is their main language. Skill wise I must say by my experience one of the most skilled ones, but it can happen you find a bad player from Britain but chances are low."", 'French/German/Belgium/Spanish/Holland/Italian people: They are the most normal ones, if u flame them they will flame you back, but in most situations they are normal and chill, skill wise its a 50/50 chance a good or bad player will come, beacuse the normal ones are mostly the avarage players.', ""Turkish people: A better version of the Russians, they can't speak english well, they kinda suck, but they're special beacuse if u found out somebody is cheating on the enemy team I can guarantee you that the cheater is 80% from Turkey and he's playing with his Turkish friends on full stack. There are some good players, but chances are low to find them just like the Russian ones. They love Dust and they can't play any other map."", ""Balkan people: There's everything in them toxicity, skill everything you can think of. Guys older than 20 from the Balkans are mostly chill and very good at the game. But the under 20 like me, oh boy watch yourself, the young ones are skillful, but they're very toxic, but they're not self driven just like the Brits, they know who's better than them and who's worse than them and they will listen to the ones with more experience. Balkan people also are not that patient they can lose their cool when you do something stupid even if you're winning so watch out."", ""Swedish/Norway/Finland/Denmark: I don't really know what to say about them 80% are chill and very friendly but the rest 20% are the most toxic ones, skill wise they are great, for me the best in the world but the 20% I mentioned are the biggest noobs getting carried by their friends. They communicate great and are the most chill ones."", ""I'm not a person who can judge but this is from my perspective, so if you read this don't feel offended it's a personal opinion."", 'The game would be good if the anti_cheat was better. The problem with CS:GO is the more you hate it the more you love it. But the game is good tho.']",1,0
